,diarynum,entry_id,entry_year,new_entry_type,new_name_type
446,32.0,12840,1942.0,2,Interpersonal
447,32.0,12840,1942.0,3,Content
448,32.0,12864,1942.0,10,Expression
449,32.0,12867,1942.0,5,Professional Activity
450,32.0,12888,1942.0,9,Judgement
451,32.0,12888,1942.0,2,Interpersonal
452,32.0,12888,1942.0,3,Content
453,32.0,12916,1942.0,8,Testimony
454,32.0,12926,1942.0,2,Interpersonal
455,32.0,12976,1943.0,2,Interpersonal
456,32.0,12980,1943.0,0,Reading
457,32.0,12983,1943.0,2,Interpersonal
458,32.0,12983,1943.0,4,Citations
459,32.0,12999,1943.0,2,Interpersonal
460,32.0,13030,1944.0,10,Expression
461,32.0,13073,1947.0,2,Interpersonal
462,32.0,13215,1962.0,8,Testimony
463,32.0,13234,1962.0,7,Recitation
464,33.0,13291,1941.0,7,Recitation
465,33.0,13360,1942.0,4,Citations
466,33.0,13386,1942.0,0,Reading
467,33.0,13406,1942.0,5,Professional Activity
468,33.0,13420,1942.0,2,Interpersonal
469,33.0,13420,1942.0,9,Judgement
470,33.0,13432,1942.0,3,Content
471,33.0,13439,1942.0,5,Professional Activity
472,33.0,13440,1942.0,5,Professional Activity
473,33.0,13440,1942.0,10,Expression
474,33.0,13440,1942.0,7,Recitation
475,33.0,13472,1943.0,5,Professional Activity
476,33.0,13475,1943.0,4,Citations
477,33.0,13488,1943.0,3,Content
478,33.0,13489,1943.0,10,Expression
479,33.0,13502,1943.0,0,Reading
480,33.0,13505,1943.0,8,Testimony
481,33.0,13513,1943.0,2,Interpersonal
482,33.0,13515,1943.0,5,Professional Activity
483,33.0,13515,1943.0,0,Reading
484,33.0,13517,1943.0,4,Citations
485,33.0,13542,1943.0,10,Expression
486,33.0,13561,1943.0,2,Interpersonal
487,33.0,13567,1943.0,2,Interpersonal
488,33.0,13574,1943.0,3,Content
489,34.0,13686,1942.0,4,Citations
490,34.0,13755,1943.0,4,Citations
491,35.0,29135,1962.0,4,Citations
492,35.0,29309,1963.0,3,Content
493,35.0,29430,1964.0,5,Professional Activity
494,35.0,29956,1967.0,2,Interpersonal
495,35.0,29956,1967.0,3,Content
496,35.0,29956,1967.0,10,Expression
497,35.0,30332,1968.0,7,Recitation
498,35.0,30570,1970.0,6,Soviet Revolution
499,37.0,13967,1935.0,9,Judgement
500,37.0,13976,1935.0,2,Interpersonal
501,38.0,343563,1917.0,5,Professional Activity
502,38.0,343550,1917.0,1,Form
503,38.0,343463,1945.0,5,Professional Activity
504,38.0,343452,1945.0,5,Professional Activity
505,38.0,343411,1945.0,3,Content
506,38.0,343388,1944.0,3,Content
507,38.0,343387,1944.0,4,Citations
508,38.0,343381,1944.0,6,Soviet Revolution
509,38.0,343374,1944.0,4,Citations
510,38.0,343366,1944.0,5,Professional Activity
511,38.0,343365,1944.0,6,Soviet Revolution
512,38.0,343363,1944.0,10,Expression
513,38.0,343364,1944.0,4,Citations
514,38.0,343364,1944.0,5,Professional Activity
515,38.0,343355,1943.0,6,Soviet Revolution
516,38.0,343356,1943.0,3,Content
517,38.0,343356,1943.0,8,Testimony
518,38.0,343356,1943.0,3,Content
519,38.0,343336,1943.0,10,Expression
520,38.0,343336,1943.0,1,Form
521,38.0,343336,1943.0,5,Professional Activity
522,38.0,343336,1943.0,5,Professional Activity
523,38.0,343340,1943.0,5,Professional Activity
