,diarynum,entry_year,entry_id,0,1,2
4512,544.0,1935.0,197879,-0.1624287,0.12510794,0.041936915
4513,544.0,1935.0,197880,-0.25166595,0.18596633,-0.03271288
4514,544.0,1935.0,197880,-0.22805446,0.13834591,0.1338936
4515,544.0,1935.0,197880,-0.2185863,0.11089446,0.010556059
4516,544.0,1935.0,197880,-0.208887,0.1432575,-0.025738733
4517,544.0,1935.0,197884,-0.21362817,0.13539489,0.1273854
4518,544.0,1965.0,198102,-0.21379858,0.12954469,0.023821823
4519,544.0,1975.0,198262,-0.43478936,0.11717347,-0.33249584
4520,544.0,1979.0,198350,-0.17629917,0.17909598,0.0042944355
4521,544.0,1979.0,198350,-0.18731196,0.15450446,0.05156924
4522,544.0,1980.0,198355,-0.15404505,0.13442348,-0.046298355
4523,544.0,1987.0,198420,-0.24422243,0.15153138,-0.1854115
4524,544.0,1987.0,198420,-0.19805902,0.13444561,0.04978155
4525,544.0,1987.0,198420,-0.15308431,0.15610635,-0.0027804673
4526,548.0,1914.0,187545,-0.15781063,0.11047297,-0.040204115
4527,548.0,1914.0,187545,-0.14508492,0.12335043,-0.029483486
4528,548.0,1915.0,187554,-0.19849746,0.13130257,0.030180387
4529,548.0,1915.0,187554,-0.23592107,0.11338148,0.021214128
4530,548.0,1915.0,187554,-0.39307383,0.28032,-0.13938591
4531,548.0,1915.0,187554,-0.17235976,0.12214172,-0.025111914
4532,551.0,1912.0,203991,-0.15862903,0.10569604,0.009018213
4533,559.0,1953.0,186006,-0.26534808,0.12639602,0.0021359588
4534,559.0,1969.0,186106,-0.1903201,0.10695117,-0.030534543
4535,559.0,1977.0,186260,-0.13524541,0.13316555,-0.075199075
4536,559.0,1977.0,186260,-0.31431964,0.18911508,-0.0063190507
4537,559.0,1980.0,186349,-0.1953977,0.22001944,-0.19658025
4538,559.0,1980.0,186384,-0.24208528,0.16258927,-0.04295435
4539,559.0,1980.0,186384,-0.34233207,0.13714693,0.08666809
4540,559.0,1981.0,186391,-0.20795365,0.099289864,0.057518583
4541,559.0,1981.0,186431,-0.591499,0.15249982,0.05402892
4542,559.0,1985.0,186656,-0.13117951,0.15879413,-0.1252234
4543,559.0,1985.0,186660,-0.7764063,0.21565235,0.13796847
4544,559.0,1985.0,186660,-0.215385,0.14129218,0.07314214
